Postcode,Population
LS28 9,"6,099"
LS29 0,"5,016"
LS29 6,"5,188"
LS29 7,"7,338"
LS29 8,"8,071"
LS29 9,"5,843"
LS3  1,"2,876"
LS4  2,"9,072"
LS5  3,"8,507"
LS6  1,"15,609"
LS6  2,"10,943"
LS6  3,"12,466"
LS6  4,"9,259"
LS7  1,"3,854"
LS7  2,"7,671"
LS7  3,"8,642"
LS7  4,"8,099"
LS8  1,"9,666"
LS8  2,"11,990"
LS8  3,"12,362"
LS8  4,"6,267"
LS8  5,"8,001"
LS9  0,"6,023"
LS9  6,"11,990"
LS9  7,"7,352"
LS9  8,"5,205"
LS9  9,"5,836"
LU1  1,"14,292"
LU1  2,"1,341"
LU1  3,"9,901"
LU1  4,"5,534"
LU1  5,"12,287"
LU2  0,"11,628"
LU2  7,"20,884"
LU2  8,"12,714"
LU2  9,"11,664"
LU3  1,"22,499"
LU3  2,"13,703"
LU3  3,"18,934"
LU3  4,"5,414"
LU4  0,"16,601"
LU4  8,"16,444"
LU4  9,"19,024"
LU5  4,"13,427"
LU5  5,"17,363"
LU5  6,"7,495"
LU6  1,"10,729"
LU6  2,"8,053"
LU6  3,"12,051"
LU7  0,"9,134"
LU7  1,"5,362"
LU7  2,"11,484"
LU7  3,"13,198"
LU7  4,"7,425"
LU7  9,"7,365"
M1   1,779
M1   2,"3,438"
M1   3,"1,074"
M1   4,215
M1   5,"3,193"
M1   6,822
M1   7,"2,700"
M11  1,"5,759"
M11  2,"3,173"
M11  3,"3,390"
M11  4,"8,121"
M12  4,"7,173"
M12  5,"8,201"
M12  6,802
M13  0,"16,462"
M13  9,"7,499"
M14  4,"9,432"
M14  5,"10,499"
M14  6,"19,997"
M14  7,"12,892"
M15  4,"8,271"
M15  5,"6,329"
M15  6,"7,710"
M16  0,"7,905"
M16  7,"7,628"
M16  8,"11,373"
M16  9,"8,815"
M18  7,"12,643"
M18  8,"10,624"
M19  1,"11,859"
M19  2,"13,048"
M19  3,"9,679"
M20  1,"7,931"
M20  2,"11,380"
M20  3,"6,254"
M20  4,"10,354"
M20  5,"4,595"
M20  6,"8,081"
M21  0,"6,362"
M21  7,"8,308"
M21  8,"5,924"
M21  9,"8,989"
M22  0,"3,171"
M22  1,"8,002"
M22  4,"10,255"
M22  5,"6,491"
M22  8,"4,842"
M22  9,"9,610"
M23  0,"8,758"
M23  1,"8,338"
M23  2,"5,909"
M23  9,"7,944"
M24  1,"11,153"
M24  2,"13,109"
M24  4,"9,177"
M24  5,"8,323"
M24  6,"4,986"
M25  0,"8,978"
M25  1,"7,724"
M25  2,"3,842"
M25  3,"3,268"
M25  9,"7,663"
M26  1,"10,423"
M26  2,"6,112"
M26  3,"10,015"
M26  4,"8,263"
M27  0,"6,983"
M27  4,"5,269"
M27  5,"8,481"
M27  6,"5,647"
M27  8,"9,522"
M27  9,"6,167"
M28  0,"5,697"
M28  1,"9,794"
M28  2,"5,902"
M28  3,"10,867"
M28  7,"7,165"
M29  7,"13,455"
M29  8,"9,441"
M3   1,734
M3   2,143
M3   3,544
M3   4,"2,266"
M3   5,"1,268"
M3   6,"3,762"
M3   7,"2,992"
M30  0,"10,099"
M30  7,"8,773"
M30  8,"9,115"
M30  9,"7,996"
M31  4,"8,395"
M32  0,"10,553"
M32  8,"6,913"
M32  9,"11,120"
M33  2,"12,890"
M33  3,"12,249"
M33  4,"14,234"
M33  5,"9,763"
M33  6,"6,891"
M33  7,"4,447"
M34  2,"10,253"
M34  3,"8,974"
M34  5,"11,739"
M34  6,"6,935"
M34  7,"8,389"
M35  0,"11,288"
M35  9,"9,392"
M38  0,"2,632"
M38  9,"10,326"
M4   1,"1,679"
M4   4,"3,374"
M4   5,"1,636"
M4   6,"1,315"
M4   7,"2,736"
M40  0,"4,260"
M40  1,"5,597"
M40  2,"5,798"
M40  3,"7,424"
M40  5,"4,134"
M40  7,"5,203"
M40  8,"3,862"
M40  9,"4,579"
M41  0,"5,833"
M41  5,"6,517"
M41  6,"7,841"
M41  7,"5,800"
M41  8,"6,522"
M41  9,"8,968"
M43  6,"9,805"
M43  7,"13,450"
M44  5,"7,432"
M44  6,"12,257"
M45  6,"5,654"
M45  7,"9,439"
M45  8,"7,629"
M46  0,"10,065"
M46  9,"12,138"
M5   3,"5,177"
M5   4,"5,638"
M5   5,"4,914"
M50  1,942
M50  2,259
M50  3,"2,248"
M6   5,"8,289"
M6   6,"5,582"
M6   7,"9,010"
M6   8,"9,093"
M60  7,466
M60  9,971
M7   1,"3,544"
M7   2,"5,368"
M7   3,"5,256"
M7   4,"13,578"
M8   0,"10,051"
M8   4,"7,702"
M8   5,"6,289"
M8   8,"3,543"
M8   9,"3,513"
M9   0,"4,466"
M9   4,"8,037"
M9   5,"3,775"
M9   6,"9,106"
M9   7,"6,082"
M9   8,"8,052"
ME1  1,"5,641"
ME1  2,"14,448"
ME1  3,"11,103"
ME10 1,"13,536"
ME10 2,"14,571"
ME10 3,"7,399"
ME10 4,"9,344"
ME10 5,"2,732"
ME11 5,"3,407"
ME12 1,"6,686"
ME12 2,"12,721"
ME12 3,"11,062"
ME12 4,"6,415"
ME13 0,"3,508"
ME13 7,"9,316"
ME13 8,"10,000"
ME13 9,"5,135"
ME14 1,"3,247"
ME14 2,"10,705"
ME14 3,"1,953"
ME14 4,"6,277"
ME14 5,"9,532"
ME15 0,"4,039"
ME15 6,"10,536"
ME15 7,"10,888"
ME15 8,"11,055"
ME15 9,"11,141"
ME16 0,"13,260"
ME16 8,"11,475"
ME16 9,"5,311"
ME17 1,"4,742"
ME17 2,"3,969"
ME17 3,"5,728"
ME17 4,"7,950"
ME18 5,"4,694"
ME18 6,"2,109"
ME19 4,"7,770"
ME19 5,"6,360"
ME19 6,"7,667"
ME2  1,"5,448"
ME2  2,"14,407"
ME2  3,"12,734"
ME2  4,"6,940"
ME20 6,"13,367"
ME20 7,"7,278"
ME3  0,"1,648"
ME3  7,"6,309"
ME3  8,"8,480"
ME3  9,"9,747"
ME4  3,"2,847"
ME4  4,"3,892"
ME4  5,"13,862"
ME4  6,"9,590"
ME5  0,"11,868"
ME5  7,"12,596"
ME5  8,"15,253"
ME5  9,"11,692"
ME6  5,"10,211"
ME7  1,"11,550"
ME7  2,"12,697"
ME7  3,"8,581"
ME7  4,"9,682"
ME7  5,"9,265"
ME8  0,"9,319"
ME8  6,"10,031"
ME8  7,"7,453"
ME8  8,"9,744"
ME8  9,"12,667"
ME9  0,"2,714"
ME9  7,"6,826"
ME9  8,"6,148"
ME9  9,"4,865"
MK1  1,585
MK10 7,"2,513"
MK10 9,"11,312"
MK11 1,"5,893"
MK11 2,"1,843"
MK12 5,"7,779"
MK12 6,"4,713"
MK13 0,"4,475"
MK13 7,"7,893"
MK13 8,"3,466"
MK13 9,"3,026"
MK14 5,"6,796"
MK14 6,"6,047"
MK14 7,"5,857"
MK15 0,"1,165"
MK15 8,"1,870"
MK15 9,"4,170"
MK16 0,"5,506"
MK16 8,"8,088"
MK16 9,"4,906"
MK17 0,"6,135"
MK17 8,"6,685"
MK17 9,"4,409"
MK18 1,"9,331"
MK18 2,"5,993"
MK18 3,"5,922"
MK18 4,"3,574"
MK18 5,"2,284"
MK18 7,"3,559"
MK19 6,"6,489"
MK19 7,"4,769"
MK2  2,"6,543"
MK2  3,"7,773"
MK3  5,"6,492"
MK3  6,"5,612"
MK3  7,"10,521"
MK4  1,"5,719"
MK4  2,"5,271"
MK4  3,"3,496"
MK4  4,"7,381"
MK40 1,"3,641"
MK40 2,"7,278"
MK40 3,"8,351"
MK40 4,"11,739"
MK41 0,"9,535"
MK41 6,"4,560"
MK41 7,"12,153"
MK41 8,"7,932"
MK41 9,"8,357"
MK42 0,"12,215"
MK42 6,976
MK42 7,"8,460"
MK42 8,"10,425"
MK42 9,"12,482"
MK43 0,"12,222"
MK43 7,"7,357"
MK43 8,"7,180"
MK43 9,"6,224"
MK44 1,"5,230"
MK44 2,"3,473"
MK44 3,"6,614"
MK45 1,"12,664"
MK45 2,"10,307"
MK45 3,"5,845"
MK45 4,"9,116"
MK45 5,"5,117"
MK46 4,"3,081"
MK46 5,"6,045"
MK5  6,"5,255"
MK5  7,"6,906"
MK5  8,"3,277"
MK6  2,"10,880"
MK6  3,"5,567"
MK6  4,"6,155"
MK6  5,"5,511"
MK7  6,"2,636"
MK7  7,"6,939"
MK7  8,"4,984"
MK8  0,"4,761"
MK8  8,"4,215"
MK8  9,"3,086"
MK9  2,"1,416"
MK9  3,"1,548"
MK9  4,402
N1   0,"10,637"
N1   1,"8,827"
N1   2,"11,521"
N1   3,"8,041"
N1   4,"8,767"
N1   5,"9,305"
N1   6,"8,465"
N1   7,"11,223"
N1   8,"7,709"
N1   9,"6,561"
N10  1,"8,657"
N10  2,"9,844"
N10  3,"9,491"
N11  1,"9,710"
N11  2,"10,723"
N11  3,"9,446"
N12  0,"8,407"
N12  7,"5,717"
N12  8,"7,771"
N12  9,"7,003"
N13  4,"12,771"
N13  5,"12,979"
N13  6,"6,033"
N14  4,"10,824"
N14  5,"6,217"
N14  6,"7,009"
N14  7,"5,906"
N15  3,"10,606"
N15  4,"10,314"
N15  5,"9,828"
N15  6,"12,970"
N16  0,"8,675"
N16  5,"15,922"
N16  6,"15,262"
N16  7,"11,143"
N16  8,"11,466"
N16  9,"6,099"
N17  0,"10,984"
N17  6,"20,703"
N17  7,"10,251"
N17  8,"8,006"
N17  9,"13,594"
N18  1,"15,726"
N18  2,"16,016"
N19  3,"12,727"
N19  4,"10,590"
N19  5,"10,435"
N2   0,"10,187"
N2   8,"6,122"
N2   9,"7,659"
N20  0,"10,831"
N20  8,"4,217"
N20  9,"3,976"
N21  1,"8,710"
N21  2,"6,976"
N21  3,"7,814"
N22  5,"13,898"
N22  6,"12,558"
N22  7,"7,164"
N22  8,"9,231"
N3   1,"9,294"
N3   2,"9,303"
N3   3,"7,937"
N4   1,"12,671"
N4   2,"15,947"
N4   3,"11,549"
N4   4,"7,124"
N5   1,"12,004"
N5   2,"12,283"
N6   4,"5,160"
N6   5,"10,978"
N6   6,"3,336"
N7   0,"13,129"
N7   6,"6,788"
N7   7,"7,154"
N7   8,"11,553"
N7   9,"9,533"
N8   0,"11,252"
N8   7,"9,873"
N8   8,"8,604"
N8   9,"10,308"
N9   0,"12,205"
N9   7,"10,129"
N9   8,"12,656"
N9   9,"17,203"
NE1  2,"3,077"
NE1  3,621
NE1  4,"1,966"
NE1  5,"1,053"
NE1  6,"1,341"
NE1  8,993
NE10 0,"8,892"
NE10 8,"17,836"
NE10 9,"9,493"
NE11 0,"4,185"
NE11 9,"12,274"
NE12 5,"1,914"
NE12 6,"8,685"
NE12 7,"5,005"
NE12 8,"9,991"
NE12 9,"9,501"
NE13 6,"5,547"
NE13 7,"5,294"
NE13 8,"1,069"
NE13 9,941
NE15 0,"2,347"
NE15 6,"5,961"
NE15 7,"9,328"
NE15 8,"8,829"
NE15 9,"6,226"
NE16 3,"3,335"
NE16 4,"6,424"
NE16 5,"10,913"
NE16 6,"5,002"
NE17 7,"4,669"
NE18 0,927
NE19 1,"1,240"
NE19 2,"1,033"
NE2  1,"9,878"
NE2  2,"7,321"
NE2  3,"7,198"
NE2  4,"5,132"
NE20 0,"1,426"
NE20 9,"10,447"
NE21 4,"5,620"
NE21 5,"5,350"
NE21 6,"6,306"
NE22 5,"8,937"
NE22 6,"5,657"
NE22 7,"3,290"
NE23 1,"3,745"
NE23 2,"5,826"
NE23 3,"5,710"
NE23 6,"10,745"
NE23 7,"10,580"
NE23 8,"2,627"
NE24 1,"3,565"
NE24 2,"6,252"
NE24 3,"11,064"
NE24 4,"7,700"
NE24 5,"9,495"
NE25 0,"9,350"
NE25 8,"9,169"
NE25 9,"11,289"
NE26 1,"5,264"
NE26 2,"4,523"
NE26 3,"5,275"
NE26 4,"4,264"
NE27 0,"12,024"
NE28 0,"8,701"
NE28 6,"5,201"
NE28 7,"8,007"
NE28 8,"9,635"
NE28 9,"13,205"
NE29 0,"6,582"
NE29 6,"7,712"
NE29 7,"8,361"
NE29 8,"8,812"
NE29 9,"4,146"
NE3  1,"9,084"
NE3  2,"13,842"
NE3  3,"11,578"
NE3  4,"10,550"
NE3  5,"7,996"
NE30 1,"1,317"
NE30 2,"7,761"
NE30 3,"8,303"
NE30 4,"4,952"
NE31 1,"10,260"
NE31 2,"9,870"
NE32 3,"5,327"
NE32 4,"10,419"
NE32 5,"9,643"
NE33 1,"1,316"
NE33 2,"6,229"
NE33 3,"7,866"
NE33 4,"7,324"
NE33 5,"4,334"
NE34 0,"10,653"
NE34 6,"9,264"
NE34 7,"11,667"
NE34 8,"10,126"
NE34 9,"10,769"
NE35 9,"6,428"
NE36 0,"6,854"
NE37 1,"9,759"
NE37 2,"7,202"
NE37 3,"4,095"
NE38 0,"9,145"
NE38 7,"9,000"
NE38 8,"7,820"
NE38 9,"5,136"
NE39 1,"3,968"
NE39 2,"4,607"
NE4  5,"7,963"
NE4  6,"7,247"
NE4  7,"2,452"
NE4  8,"7,753"
NE4  9,"12,022"
NE40 3,"7,629"
NE40 4,"8,006"
NE41 8,"2,197"
NE42 5,"6,974"
NE42 6,"5,633"
NE43 7,"4,523"
NE44 6,966
NE45 5,"3,672"
NE46 1,"4,198"
NE46 2,"4,459"
NE46 3,"3,510"
NE46 4,"3,370"
NE47 0,"1,070"
NE47 5,906
NE47 6,"2,184"
NE47 7,"1,214"
NE47 8,522
NE47 9,"2,021"
NE48 1,764
NE48 2,"1,852"
NE48 3,"1,105"
NE48 4,573
NE49 0,"1,085"
NE49 9,"3,259"
NE5  1,"8,712"
NE5  2,"14,247"
NE5  3,"10,188"
NE5  4,"8,841"
NE5  5,"7,115"
NE6  1,"3,214"
NE6  2,"11,558"
NE6  3,"8,348"
NE6  4,"11,940"
NE6  5,"15,967"
NE61 1,"4,134"
NE61 2,"8,928"
NE61 3,"3,853"
NE61 4,"1,260"
NE61 5,"8,080"
NE61 6,"5,014"
NE62 5,"9,636"
NE63 0,"8,147"
NE63 8,"8,490"
NE63 9,"11,152"
NE64 6,"6,308"
NE65 0,"7,878"
NE65 7,"3,889"
NE65 8,"2,141"
NE65 9,"6,856"
NE66 1,"6,766"
NE66 2,"4,244"
NE66 3,"4,720"
NE66 4,"1,522"
NE66 5,338
NE67 5,834
NE68 7,"1,959"
NE69 7,414
NE7  7,"15,468"
NE70 7,"1,754"
NE71 6,"2,949"
NE8  1,"5,856"
NE8  2,"7,164"
NE8  3,"8,285"
NE8  4,"12,125"
NE9  5,"10,263"
NE9  6,"15,719"
NE9  7,"11,526"
NG1  1,"3,786"
NG1  3,"2,603"
NG1  4,"3,940"
NG1  5,"1,795"
NG1  6,281
NG1  7,492
NG10 1,"7,938"
NG10 2,"4,613"
NG10 3,"14,380"
NG10 4,"10,829"
NG10 5,"8,889"
NG11 0,"2,431"
NG11 6,"8,233"
NG11 7,"4,428"
NG11 8,"13,340"
NG11 9,"9,067"
NG12 1,"2,527"
NG12 2,"6,537"
NG12 3,"10,862"
NG12 4,"4,857"
NG12 5,"8,382"
NG13 0,"4,508"
NG13 8,"11,712"
NG13 9,"5,164"
NG14 5,"3,922"
NG14 6,"9,537"
NG14 7,"5,980"
NG15 0,"2,076"
NG15 6,"14,763"
NG15 7,"12,829"
NG15 8,"5,271"
NG15 9,"5,759"
NG16 1,"9,349"
NG16 2,"16,473"
NG16 3,"10,812"
NG16 4,"5,405"
NG16 5,"10,047"
NG16 6,"11,465"
NG17 1,"6,439"
NG17 2,"14,585"
NG17 3,"8,900"
NG17 4,"9,768"
NG17 5,"6,475"
NG17 7,"9,204"
NG17 8,"11,236"
NG17 9,"6,179"
NG18 1,"1,438"
NG18 2,"7,952"
NG18 3,"11,644"
NG18 4,"12,656"
NG18 5,"7,836"
NG19 0,"11,328"
NG19 6,"11,773"
NG19 7,"9,163"
NG19 8,"10,182"
NG19 9,"9,830"
NG2  1,"2,255"
NG2  2,"6,140"
NG2  3,"1,789"
NG2  4,"10,318"
NG2  5,"9,159"
NG2  6,"12,428"
NG2  7,"16,520"
NG20 0,"9,264"
NG20 8,"9,976"
NG20 9,"6,950"
NG21 0,"12,150"
NG21 9,"10,031"
NG22 0,"6,804"
NG22 8,"7,649"
NG22 9,"11,840"
NG23 5,"7,164"
NG23 6,"5,345"
NG23 7,"4,736"
NG24 1,"6,771"
NG24 2,"10,382"
NG24 3,"13,627"
NG24 4,"14,025"
NG25 0,"8,913"
NG3  1,"4,721"
NG3  2,"4,736"
NG3  3,"7,058"
NG3  4,"4,123"
NG3  5,"9,332"
NG3  6,"10,910"
NG3  7,"7,308"
NG31 6,"3,510"
NG31 7,"13,714"
NG31 8,"13,855"
NG31 9,"13,262"
NG32 1,"4,215"
NG32 2,"3,505"
NG32 3,"4,708"
NG33 4,"4,789"
NG33 5,"5,070"
NG34 0,"5,926"
NG34 7,"12,895"
NG34 8,"11,199"
NG34 9,"11,182"
NG4  1,"12,868"
NG4  2,"8,671"
NG4  3,"10,491"
NG4  4,"8,805"
NG5  1,"9,262"
NG5  2,"5,919"
NG5  3,"5,612"
NG5  4,"9,505"
NG5  5,"16,756"
NG5  6,"12,113"
NG5  7,"7,272"
NG5  8,"11,789"
NG5  9,"9,327"
NG6  0,"8,889"
NG6  7,"4,600"
NG6  8,"15,552"
NG6  9,"8,444"
NG7  1,"11,780"
NG7  2,"13,506"
NG7  3,"6,924"
NG7  4,"5,005"
NG7  5,"7,846"
NG7  6,"8,848"
NG7  7,"4,103"
NG8  1,"9,746"
NG8  2,"11,094"
NG8  3,"9,804"
NG8  4,"8,152"
NG8  5,"13,255"
NG8  6,"11,910"
NG9  1,"10,052"
NG9  2,"13,412"
NG9  3,"11,156"
NG9  4,"5,785"
NG9  5,"8,186"
NG9  6,"9,381"
NG9  7,"6,003"
NG9  8,"9,238"
NN1  1,"1,701"
NN1  2,"3,140"
NN1  3,"6,228"
NN1  4,"10,540"
NN1  5,"8,225"
NN10 0,"13,451"
NN10 6,"5,632"
NN10 8,"8,083"
NN10 9,"11,065"
NN11 0,"5,373"
NN11 2,"1,313"
NN11 3,"6,290"
NN11 4,"11,581"
NN11 6,"3,054"
NN11 7,"1,759"
NN11 8,"1,488"
NN11 9,"6,584"
NN12 6,"7,603"
NN12 7,"6,189"
NN12 8,"9,235"
NN13 5,"5,528"
NN13 6,"10,250"
NN13 7,"2,950"
NN14 1,"10,009"
NN14 2,"10,697"
NN14 3,"4,349"
NN14 4,"10,520"
NN14 6,"7,694"
NN15 5,"14,736"
NN15 6,"13,282"
NN15 7,"5,947"
NN16 0,"7,566"
NN16 8,"7,921"
NN16 9,"14,656"
NN17 1,"9,666"
NN17 2,"12,295"
NN17 3,"4,163"
NN17 4,585
NN18 0,"8,803"
NN18 8,"14,719"
NN18 9,"9,389"
NN2  6,"9,413"
NN2  7,"14,586"
NN2  8,"14,140"
NN29 7,"11,520"
NN3  2,"11,653"
NN3  3,"9,133"
NN3  5,"9,237"
NN3  6,"6,916"
NN3  7,"5,931"
NN3  8,"16,057"
NN3  9,"9,659"
NN4  0,"10,706"
NN4  5,"4,404"
NN4  6,"10,674"
NN4  7,642
NN4  8,"14,515"
NN4  9,"5,773"
NN5  4,"4,252"
NN5  5,"7,086"
NN5  6,"15,997"
NN5  7,"10,715"
NN6  0,"7,859"
NN6  6,"3,043"
NN6  7,"7,837"
NN6  8,"5,329"
NN6  9,"9,256"
NN7  1,"4,644"
NN7  2,"6,678"
NN7  3,"7,891"
NN7  4,"8,086"
NN8  1,"7,082"
NN8  2,"11,325"
NN8  3,"12,439"
NN8  4,"10,554"
NN8  5,"7,647"
NN9  5,"14,887"
NN9  6,"11,390"
NR1  1,"4,788"
NR1  2,"8,023"
NR1  3,"4,305"
NR1  4,"7,675"
NR10 3,"10,594"
NR10 4,"5,573"
NR10 5,"6,645"
NR11 6,"7,772"
NR11 7,"2,976"
NR11 8,"6,933"
NR12 0,"4,503"
NR12 7,"3,427"
NR12 8,"6,715"
NR12 9,"5,790"
NR13 3,"6,802"
NR13 4,"6,925"
NR13 5,"7,558"
NR13 6,"5,404"
NR14 6,"7,305"
NR14 7,"8,272"
NR14 8,"8,170"
NR15 1,"6,850"
NR15 2,"8,956"
NR16 1,"5,532"
NR16 2,"6,421"
NR17 1,"7,062"
NR17 2,"8,710"
NR18 0,"12,223"
NR18 9,"5,333"
NR19 1,"11,053"
NR19 2,"9,306"
NR2  1,"1,114"
NR2  2,"6,762"
NR2  3,"12,032"
NR2  4,"6,043"
NR20 3,"7,439"
NR20 4,"6,941"
NR20 5,"4,951"
NR21 0,"3,250"
NR21 7,"3,295"
NR21 8,"5,164"
NR21 9,"4,106"
NR22 6,819
NR23 1,"3,009"
NR24 2,"4,462"
NR25 6,"5,511"
NR25 7,"3,367"
NR26 8,"8,299"
NR27 0,"5,250"
NR27 9,"6,483"
NR28 0,"9,282"
NR28 9,"8,250"
NR29 3,"6,914"
NR29 4,"8,411"
NR29 5,"4,599"
NR3  1,"4,742"
NR3  2,"8,834"
NR3  3,"10,413"
NR3  4,"8,982"
NR30 1,"4,431"
NR30 2,"5,565"
NR30 3,"4,419"
NR30 4,"7,210"
NR30 5,"9,076"
NR31 0,"7,144"
NR31 6,"8,799"
NR31 7,"11,015"
NR31 8,"13,107"
NR31 9,"9,849"
NR32 1,"3,922"
NR32 2,"9,238"
NR32 3,"8,222"
NR32 4,"13,267"
NR32 5,"4,008"
NR33 0,"8,315"
NR33 7,"9,176"
NR33 8,"13,572"
NR33 9,"8,404"
NR34 0,"2,235"
NR34 7,"7,729"
NR34 8,"3,002"
NR34 9,"9,303"
NR35 1,"5,723"
NR35 2,"5,171"
NR4  6,"8,885"
NR4  7,"12,637"
NR5  0,"8,438"
NR5  8,"12,837"
NR5  9,"8,013"
NR6  5,"7,104"
NR6  6,"7,506"
NR6  7,"9,298"
NR7  0,"13,532"
NR7  8,"11,040"
NR7  9,"7,239"
NR8  5,"4,605"
NR8  6,"15,881"
NR9  3,"7,346"
NR9  4,"4,677"
NR9  5,"4,822"
NW1  0,"6,902"
NW1  1,"7,612"
NW1  2,"1,874"
NW1  3,"6,985"
NW1  4,"3,045"
NW1  5,"3,068"
NW1  6,"5,546"
NW1  7,"6,486"
NW1  8,"8,474"
NW1  9,"10,347"
NW10 0,"11,063"
NW10 1,"10,006"
NW10 2,"9,068"
NW10 3,"8,483"
NW10 4,"10,100"
NW10 5,"13,687"
NW10 6,"2,729"
NW10 7,"3,606"
NW10 8,"13,236"
NW10 9,"10,019"
NW11 0,"6,691"
NW11 6,"6,367"
NW11 7,"5,285"
NW11 8,"6,889"
NW11 9,"7,452"
NW2  1,"8,799"
NW2  2,"7,460"
NW2  3,"10,316"
NW2  4,"7,841"
NW2  5,"10,054"
NW2  6,"11,527"
NW2  7,"10,971"
NW3  1,"5,050"
NW3  2,"12,990"
NW3  3,"8,166"
NW3  4,"8,626"
NW3  5,"5,388"
NW3  6,"6,067"
NW3  7,"5,604"
NW4  1,"6,515"
NW4  2,"8,335"
NW4  3,"9,180"
NW4  4,"7,902"
NW5  1,"8,703"
NW5  2,"9,675"
NW5  3,"3,842"
NW5  4,"8,905"
NW6  1,"10,868"
NW6  2,"6,295"
NW6  3,"7,403"
NW6  4,"7,181"
NW6  5,"10,843"
NW6  6,"8,575"
NW6  7,"12,738"
NW7  1,"6,383"
NW7  2,"7,478"
NW7  3,"6,211"
NW7  4,"5,598"
NW8  0,"7,591"
NW8  6,"4,270"
NW8  7,"5,147"
NW8  8,"10,635"
NW8  9,"6,710"
NW9  0,"10,434"
NW9  5,"16,169"
NW9  6,"7,588"
NW9  7,"6,393"
NW9  8,"10,019"
NW9  9,"9,942"
OL1  2,"8,465"
OL1  3,"3,686"
OL1  4,"9,329"
OL10 1,"3,418"
OL10 2,"7,205"
OL10 3,"7,947"
OL10 4,"9,224"
OL11 1,"6,705"
OL11 2,"10,601"
OL11 3,"9,313"
OL11 4,"7,025"
OL11 5,"12,168"
OL12 0,"5,407"
OL12 6,"12,152"
OL12 7,"9,936"
OL12 8,"7,500"
OL12 9,"10,672"
OL13 0,"3,834"
OL13 8,"4,440"
OL13 9,"6,825"
OL14 5,"4,630"
OL14 6,"3,619"
OL14 7,"3,073"
OL14 8,"4,159"
OL15 0,"3,973"
OL15 8,"5,463"
OL15 9,"5,025"
OL16 1,445
OL16 2,"10,772"
OL16 3,"8,462"
OL16 4,"11,684"
OL16 5,"6,462"
OL2  5,"10,587"
OL2  6,"12,735"
OL2  7,"10,234"
OL2  8,"8,793"
OL3  5,"7,367"
OL3  6,"2,819"
OL3  7,"4,811"
OL4  1,"12,723"
OL4  2,"9,391"
OL4  3,"6,112"
OL4  4,"7,790"
OL4  5,"9,044"
OL5  0,"4,925"
OL5  9,"5,996"
OL6  6,"5,111"
OL6  7,"2,964"
OL6  8,"10,154"
OL6  9,"10,564"
OL7  0,"5,875"
OL7  9,"10,888"
OL8  1,"10,620"
OL8  2,"9,498"
OL8  3,"10,398"
OL8  4,"8,530"
OL9  0,"8,679"
OL9  6,"7,380"
OL9  7,"6,524"
OL9  8,"9,571"
OL9  9,"9,131"
OX1  1,"3,252"
OX1  2,"1,608"
OX1  3,"7,422"
OX1  4,"7,187"
OX1  5,"6,154"
OX10 0,"5,564"
OX10 6,"6,815"
OX10 7,"5,203"
OX10 8,"3,214"
OX10 9,"5,567"
OX11 0,"5,434"
OX11 7,"13,108"
OX11 8,"8,838"
OX11 9,"5,722"
OX12 0,"6,155"
OX12 7,"5,301"
OX12 8,"4,855"
OX12 9,"8,953"
OX13 5,"4,783"
OX13 6,"8,676"
OX14 1,"10,071"
OX14 2,"8,243"
OX14 3,"8,304"
OX14 4,"7,883"
OX14 5,"10,009"
OX15 0,"2,695"
OX15 4,"6,784"
OX15 5,"5,331"
OX15 6,"3,289"
OX16 0,"11,337"
OX16 1,"10,518"
OX16 2,"2,713"
OX16 3,"5,002"
OX16 4,"3,625"
OX16 5,"2,612"
OX16 9,"11,046"
OX17 1,"4,308"
OX17 2,"6,553"
OX17 3,"6,114"
OX18 1,"6,826"
OX18 2,"5,555"
OX18 3,"9,881"
OX18 4,"3,039"
OX2  0,"3,949"
OX2  6,"10,801"
OX2  7,"9,443"
OX2  8,"6,002"
OX2  9,"9,500"
OX20 1,"4,734"
OX25 1,"2,425"
OX25 2,"2,507"
OX25 3,523
OX25 4,"1,278"
OX25 5,"1,787"
OX25 6,"1,099"
OX26 1,850
OX26 2,"9,155"
OX26 3,"7,014"
OX26 4,"5,846"
OX26 5,"1,204"
OX26 6,"9,425"
OX27 0,969
OX27 7,"2,117"
OX27 8,"2,883"
OX27 9,548
OX28 1,"7,888"
OX28 2,854
OX28 3,"3,087"
OX28 4,"1,601"
OX28 5,"9,222"
OX28 6,"4,870"
OX29 0,"1,409"
OX29 4,"5,398"
OX29 5,"1,337"
OX29 6,"2,454"
OX29 7,"3,607"
OX29 8,"6,485"
OX29 9,"2,370"
OX3  0,"11,150"
OX3  7,"11,364"
OX3  8,"11,994"
OX3  9,"8,929"
OX33 1,"7,623"
OX39 4,"6,881"
OX4  1,"12,935"
OX4  2,"10,267"
OX4  3,"12,272"
OX4  4,"13,154"
OX4  6,"7,776"
OX4  7,"5,568"
OX44 7,"5,449"
OX44 9,"2,858"
OX49 5,"4,324"
OX5  1,"12,054"
OX5  2,"8,469"
OX5  3,"2,896"
OX7  3,"5,242"
OX7  4,"1,427"
OX7  5,"7,946"
OX7  6,"6,261"
OX7  7,"1,976"
OX9  2,"3,491"
OX9  3,"9,297"
OX9  7,"1,034"
PE1  1,682
PE1  2,"11,231"
PE1  3,"13,722"
PE1  4,"14,812"
PE1  5,"8,726"
PE10 0,"10,175"
PE10 9,"11,731"
PE11 1,"8,392"
PE11 2,"12,978"
